,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT,GWP
140,C=CC(F)(F)F,-0.3258453831120986,0.5674812531041653,-0.8014764651287863,-0.8550766003960465,-0.43689020421253594,-0.5964386018873019,-0.5543852681680594,-0.7408371232980749,-0.18036566638931736,-0.45783880611289707,-0.5765654288979054
141,C=CCOC(=O)C(F)(F)F,-1.3342748878796509,0.9034896215819567,-1.2828971396676014,-0.09263224429333275,-0.9167070363350498,0.8825335774936078,0.26150248498493395,0.2502790953222314,0.0733023345215099,0.43371619133412836,-2.1709740084546105
142,C=CF,-1.1223655249841837,-0.3680444100556134,-0.7544919862841211,-1.5120404661970739,-1.1042011355773196,-1.2640611378301223,-1.1663010830328044,-1.40275436113855,-1.266571697911659,-0.8820316613138268,-1.6247303966033835
143,C=COC(=O)C(F)(F)F,-1.2838642184157425,1.317429272756746,-1.5216327669565812,-0.27691108816701043,-0.9613484885355902,0.22570744399174786,0.05753054669668559,-0.03640171574121673,0.1966161845100028,0.3098615154122034,-2.0746741833559117
144,C=COCC(F)(F)F,-2.146511037615175,-0.2753072658914317,-0.927313156295368,-0.460611884765402,-0.4640952303771004,0.20681373972006856,-0.14644139159156278,-0.22383916756038524,-0.35877729033060596,-0.20821981582428162,-1.2314569799948192
145,CBr ,-0.7758971173899675,0.14874400799753718,-0.8443753371173934,-0.869685431535102,-1.1969503174433833,-0.7855105996346017,-1.370273021321053,-1.2213905882517395,-2.2914985385618265,-0.9669505824295973,0.37104286744465464
146,CC(=O)C(F)(F)F,-0.8216062575810805,1.1432141811978576,-1.5059712740083595,-0.6448907286390798,-1.0639713092413032,-0.5311203671194985,-0.3504133298798111,-0.5223395372270593,0.1175133204634032,-0.13806044849900917,-1.0149192425479514
147,CC(C(F)(F)F)(F)F,0.8443597037935752,-1.3242034426036136,1.3229029131260874,-0.35590650331012125,0.05595142808142994,-0.5392176689502177,-0.14644139159156278,-0.33454056226920037,0.31539875460511907,-0.34372379885915133,3.61704195317135
148,CC(C)(F)F,0.18648041078037936,-1.1140560657770733,1.0907042568068004,-1.064934036201146,-0.5137785407085255,-0.5906355355752864,-0.7583572064563079,-0.8973952024347409,-0.5448312193663664,-0.7782561376959407,2.721924487040271
149,CC(C)Br,-1.24947463567047,0.3662357034136321,-0.9478773774708585,-0.5011277437877463,-0.37911891312948354,0.45769514144185935,-0.9623291447445562,-0.6480289661248438,-1.1489365433614862,-0.9053009353575612,-0.9023692866958493
150,CC(C)Cl,-0.658334764936192,-0.09210677255055315,-0.3143359409914906,-1.0851000036457952,-0.5430843410942919,0.042843377647999344,-0.9623291447445562,-0.8085663375818408,-1.1489365433614862,-0.9053009353575612,-0.7341383062764415
151,CC(CC(F)(F)F)(F)F,0.4882317234714539,-0.8429547875009907,1.1124941600391087,-0.17162765943644395,0.46570743992686187,0.08386970692364493,0.05753054669668559,-0.04785975120575222,0.07893237032394522,-0.2260084711316816,2.935999566620845
